audit_id,audit_date,department_name,finding,severity,status,manager_id,project_id
11037,2026-03-21,Operations,Space wish television.,Critical,In Review,161,217
11038,2026-02-20,Operations,Power particularly mother.,Medium,In Review,42,270
11039,2026-03-04,Analytics,Sense successful kitchen.,Low,In Review,62,416
11040,2026-02-12,Logistics,Finish most act themselves agency term.,Medium,Open,175,136
11041,2026-01-05,Operations,Hospital style own.,High,In Review,45,173
11042,2026-03-28,Veterinary,Go involve program statement.,Critical,In Review,58,493
11043,2026-01-26,Logistics,Cost meeting employee.,Critical,In Review,1,107
11044,2026-04-02,Logistics,Cold shoulder away.,Medium,In Review,432,83
11045,2026-02-01,Operations,Couple seven those blue water.,Low,In Review,203,470
11046,2026-01-28,Analytics,Glass economy cultural sit drop parent.,Critical,In Review,464,267
11047,2026-01-29,Veterinary,Environmental drop list law party.,High,Open,33,474
11048,2026-03-29,Operations,Phone mind fill southern myself.,Medium,Closed,13,459
11049,2026-03-27,Logistics,State single task want.,Low,In Review,263,457
11050,2026-03-13,Operations,Practice tough moment cell Mr note.,Low,Closed,349,443
11051,2026-02-08,Veterinary,Outside able water kid consider.,Medium,In Review,172,499
11052,2026-01-18,Logistics,Population close international.,Medium,Closed,370,363
11053,2026-01-05,Analytics,Specific dream down effort.,High,In Review,267,372
11054,2026-03-29,Operations,Whether name create.,Low,Closed,137,480
11055,2026-04-01,Logistics,Laugh mention relate section happy clearly.,Low,Closed,164,13
11056,2026-01-12,Veterinary,Or better likely recent red.,Critical,In Review,159,324
11057,2026-03-24,Operations,Edge different claim evening.,High,Closed,355,264
11058,2026-01-19,Veterinary,Security report guess need spend its research.,Critical,Closed,480,154
11059,2026-03-18,Analytics,Part court break.,Critical,In Review,398,303
11060,2026-04-09,Veterinary,Sing director language short store.,High,Open,356,319
11061,2026-02-16,Analytics,Could alone piece few.,Medium,Open,105,32
11062,2026-03-25,Operations,Project bank here change environmental.,High,Open,154,84
11063,2026-02-05,Logistics,Read dark international marriage.,Critical,In Review,38,109
11064,2026-01-29,Logistics,Include ago generation seat.,Critical,Closed,487,464
11065,2026-03-01,Analytics,Factor organization attention hospital.,Critical,Open,181,459
11066,2026-02-26,Analytics,Weight thought assume call task.,Low,Open,86,473
11067,2026-02-26,Veterinary,Draw however provide family.,Medium,In Review,337,240
11068,2026-03-11,Veterinary,Especially room under.,Critical,Closed,458,228
11069,2026-01-31,Logistics,Population one analysis give say.,Critical,Closed,279,159
11070,2026-04-07,Logistics,Eat take movement.,Medium,In Review,55,340
11071,2026-02-24,Logistics,Report hospital medical.,Low,Closed,294,43
11072,2026-01-31,Operations,Expert administration including per.,High,In Review,154,244
11073,2026-03-20,Operations,Design white rich box figure.,Critical,Closed,444,405
11074,2026-01-03,Logistics,Popular something still.,High,Open,368,173
11075,2026-03-19,Operations,Call weight not relationship.,Critical,Closed,256,317
11076,2026-01-31,Veterinary,Long learn large live watch show choose.,Low,Open,397,460
11077,2026-01-25,Logistics,Also feeling note inside idea.,High,Closed,164,323
11078,2026-01-12,Analytics,Physical treatment shoulder take.,Critical,Open,362,432
11079,2026-01-17,Analytics,Boy draw wear.,Critical,In Review,447,2
11080,2026-03-05,Logistics,Many activity can public.,Low,In Review,199,219
11081,2026-03-25,Veterinary,Statement hundred still cold.,High,In Review,165,464
11082,2026-03-06,Veterinary,Million else particularly admit open environment.,Critical,In Review,441,174
11083,2026-02-13,Veterinary,Least wide leave effect smile.,Critical,In Review,223,449
11084,2026-02-26,Analytics,Computer become box generation doctor.,Critical,Closed,71,320
11085,2026-01-09,Analytics,Someone memory employee within easy federal.,High,Closed,305,484
11086,2026-03-16,Veterinary,Remain build value.,Critical,Closed,169,180
11087,2026-03-19,Logistics,Throughout agree although responsibility.,Low,Open,210,164
11088,2026-01-08,Logistics,Early born she manage.,Critical,Open,249,168
11089,2026-02-22,Analytics,Street treatment firm view state.,Low,Closed,274,51
11090,2026-01-08,Veterinary,Finally big hotel could industry.,Critical,Closed,204,322
11091,2026-02-27,Logistics,Hair now include police.,Critical,Open,208,315
11092,2026-02-19,Veterinary,Quite night character.,Critical,Closed,240,9
11093,2026-02-28,Analytics,Hope same particular thing.,Medium,In Review,209,202
11094,2026-02-20,Analytics,Pm radio start trade.,Medium,In Review,91,167
11095,2026-04-06,Analytics,Pattern before interview.,Low,Open,492,243
11096,2026-01-30,Veterinary,Personal ask bag.,Medium,Closed,368,119
11097,2026-04-06,Logistics,Wait care save discuss.,Medium,Open,436,479
11098,2026-03-05,Operations,Bill their next on.,High,In Review,366,171
11099,2026-03-04,Analytics,Dog road economy very notice.,High,In Review,96,133
11100,2026-03-12,Analytics,Free tax speak ago article.,High,Open,313,417
11101,2026-02-14,Veterinary,Company where collection until.,Critical,In Review,279,228
11102,2026-03-29,Logistics,Also letter forward.,Medium,Closed,205,207
11103,2026-01-22,Operations,Respond consumer because.,Low,Open,179,399
11104,2026-03-02,Analytics,Wide involve policy behavior.,Critical,Open,270,169
11105,2026-01-12,Veterinary,Same past college.,High,Open,319,484
11106,2026-01-09,Logistics,Trial happen break degree identify evening.,Low,Closed,274,475
11107,2026-01-25,Veterinary,Suddenly book own according pick today.,Medium,Open,48,230
11108,2026-03-04,Operations,Again get example.,Critical,Closed,359,384
11109,2026-02-14,Veterinary,End outside with environmental.,Critical,In Review,266,381
11110,2026-02-05,Logistics,Similar evening own.,Medium,In Review,486,61
11111,2026-04-03,Operations,Would spring threat.,High,Closed,398,74
11112,2026-03-03,Operations,Nice contain west beautiful.,Critical,Open,101,269
11113,2026-01-19,Analytics,Door begin order.,High,Open,226,223
11114,2026-02-25,Veterinary,Administration floor across.,Medium,In Review,139,252
11115,2026-04-07,Logistics,Health task various wonder.,Low,Open,16,363
11116,2026-03-09,Logistics,Today unit century music.,Critical,Closed,358,196
11117,2026-02-24,Logistics,Require air garden front.,Critical,Closed,39,378
11118,2026-01-29,Logistics,Watch hard school.,High,In Review,135,237
11119,2026-01-08,Veterinary,Green next enter operation.,High,Closed,298,403
11120,2026-01-23,Veterinary,Trial fish someone.,Medium,Closed,487,337
11121,2026-04-04,Analytics,Each commercial section hand heart music.,Low,In Review,32,189
11122,2026-01-12,Analytics,Appear capital if hundred while billion.,Critical,Closed,154,113
11123,2026-03-31,Analytics,List break toward along sister.,Critical,Closed,499,72
11124,2026-03-19,Logistics,Bill modern guy statement bit.,High,Open,286,142
11125,2026-03-13,Veterinary,Quality fact down always though.,Critical,In Review,457,150
11126,2026-01-24,Operations,Itself each wall fire general.,Medium,Open,129,450
11127,2026-02-09,Veterinary,Interview which worry although.,Critical,In Review,326,252
11128,2026-01-27,Analytics,Hard but organization indicate.,High,Closed,95,70
11129,2026-01-24,Logistics,Evening environmental site or natural.,Low,In Review,127,111
11130,2026-02-01,Logistics,Plan final approach page key.,Critical,Closed,380,38
11131,2026-03-24,Analytics,Better provide during challenge throw foreign.,Medium,Open,47,407
11132,2026-01-09,Operations,Plan more too reveal.,Low,In Review,203,105
11133,2026-02-03,Operations,During fear imagine civil himself.,Medium,Open,33,325
11134,2026-03-26,Veterinary,Head character interview strategy.,High,Open,51,403
11135,2026-01-14,Logistics,When especially collection level.,High,In Review,126,4
11136,2026-02-20,Veterinary,Performance most pick you probably growth.,High,Open,487,403
11137,2026-01-06,Operations,Prepare return free skill worker school.,Low,Open,39,475
11138,2026-01-20,Veterinary,Hard experience back.,High,In Review,453,13
11139,2026-01-04,Veterinary,Friend follow result yes court important.,Medium,Closed,304,86
11140,2026-04-08,Veterinary,Smile what experience north song seem.,Medium,Closed,320,19
11141,2026-01-29,Veterinary,Be able human sure single sure.,High,Closed,157,64
11142,2026-01-06,Veterinary,Article light card go.,Critical,In Review,40,429
11143,2026-02-17,Operations,Charge color hair.,Low,Open,23,245
11144,2026-01-28,Veterinary,Dream they land money.,High,In Review,479,341
11145,2026-02-26,Logistics,Difficult allow another figure size all.,High,In Review,74,60
11146,2026-01-09,Operations,Toward benefit determine every.,Medium,Closed,375,75
11147,2026-03-09,Logistics,Add news attack back.,Low,Open,397,46
11148,2026-01-13,Logistics,Firm two crime environment.,High,Open,132,491
11149,2026-01-01,Operations,Small sell black.,Critical,Closed,429,74
11150,2026-02-02,Operations,Seven mission even high.,High,Closed,372,486
11151,2026-03-13,Logistics,True attack piece movement threat.,Medium,Open,343,159
11152,2026-03-11,Veterinary,Nice exactly majority third have.,Low,In Review,263,299
11153,2026-03-02,Veterinary,Enjoy option try rather yet.,High,In Review,460,31
11154,2026-01-22,Analytics,Nice figure challenge position certainly.,Medium,Open,319,45
11155,2026-02-08,Logistics,Hold east state site behavior.,High,In Review,2,416
11156,2026-01-30,Logistics,Ball who management too prove store.,Critical,Closed,405,305
11157,2026-01-03,Logistics,Chair certainly not fast.,Critical,Closed,317,262
11158,2026-01-25,Logistics,Majority hand fish current.,Medium,Closed,465,258
11159,2026-01-19,Logistics,Network study worker.,Low,Open,432,395
11160,2026-01-22,Operations,Few player structure.,Critical,Closed,313,470
11161,2026-04-12,Operations,Support total a whole.,Low,In Review,269,117
11162,2026-03-13,Veterinary,Subject feel listen.,Low,In Review,79,85
11163,2026-01-25,Veterinary,Section sister listen.,High,In Review,113,133
11164,2026-02-14,Analytics,Image than send wait wrong.,Medium,Open,329,248
11165,2026-01-06,Logistics,Available if seven figure.,Low,Open,241,141
11166,2026-01-28,Analytics,Show practice age threat head young.,Low,Open,40,242
11167,2026-01-03,Logistics,Thing page police.,Critical,Closed,485,363
11168,2026-01-25,Analytics,Join high trouble rule change happy.,Low,In Review,397,204
11169,2026-01-22,Analytics,Series central network in.,Critical,Open,384,402
11170,2026-01-04,Operations,Window blood whole method.,Low,In Review,438,266
11171,2026-03-03,Veterinary,Large son among imagine minute design.,Low,Closed,178,207
11172,2026-02-26,Veterinary,Various learn sing.,Critical,Closed,144,194
11173,2026-01-20,Operations,Believe language history.,High,Open,292,99
11174,2026-02-05,Operations,Society oil him collection player nothing.,Low,Open,48,351
11175,2026-01-25,Analytics,Decade know benefit.,Low,In Review,285,366
11176,2026-02-02,Analytics,Style board inside force inside.,High,Closed,385,154
11177,2026-01-25,Logistics,As reason degree recent give necessary.,Medium,In Review,337,331
11178,2026-02-07,Analytics,Still must across.,Critical,Open,493,308
11179,2026-03-05,Veterinary,In majority defense painting show region.,High,In Review,162,359
11180,2026-01-20,Operations,Particular feel beat me social.,Critical,Open,92,243
11181,2026-01-24,Analytics,However base purpose decade partner identify.,Low,Open,178,274
11182,2026-03-01,Logistics,Important woman structure process another yes.,High,Closed,6,226
11183,2026-01-31,Operations,Point while seat peace reduce to.,Medium,Closed,60,19
11184,2026-02-19,Logistics,Democratic beat run.,Low,In Review,500,274
11185,2026-01-16,Operations,Commercial hour coach trip guy.,High,Closed,4,395
11186,2026-02-21,Operations,Miss military throw tonight future.,Critical,Closed,200,125
11187,2026-03-30,Veterinary,Enjoy quickly under.,Critical,In Review,394,429
11188,2026-03-24,Analytics,Collection those authority them last term.,High,In Review,200,407
11189,2026-01-20,Logistics,Culture last feeling whose.,Medium,In Review,197,14
11190,2026-04-11,Operations,Catch sister but woman state situation.,Low,Closed,481,458
11191,2026-01-13,Veterinary,Arrive southern if.,High,In Review,369,344
11192,2026-03-03,Veterinary,Prepare chance imagine.,Low,Open,396,293
11193,2026-02-14,Operations,Imagine large truth around road response.,Low,In Review,148,16
11194,2026-03-14,Logistics,Carry in full tell.,Medium,Open,260,147
11195,2026-03-12,Operations,Have current drive word.,Critical,Closed,425,442
11196,2026-01-15,Veterinary,Condition dinner activity.,Low,Open,75,264
11197,2026-01-13,Logistics,Quickly science history appear ask indeed.,Medium,Open,277,68
11198,2026-01-18,Veterinary,Vote media if message.,Critical,Closed,29,268
11199,2026-01-23,Veterinary,Top since foot return drop.,Medium,Closed,431,28
11200,2026-02-23,Operations,Likely today style because ability interesting.,Medium,In Review,219,386
11201,2026-02-28,Logistics,Read me whose.,Low,Open,220,368
11202,2026-02-06,Veterinary,Pattern next international animal.,Low,In Review,431,405
11203,2026-01-14,Analytics,Cut partner color successful.,Medium,In Review,88,92
11204,2026-02-21,Operations,Detail approach cause computer.,High,Closed,322,209
11205,2026-03-02,Logistics,Development education process run deal.,Low,Closed,414,256
11206,2026-01-22,Veterinary,Take minute various friend.,Medium,Closed,476,364
11207,2026-01-25,Logistics,Because audience must.,Critical,In Review,369,402
11208,2026-02-12,Logistics,Economic certainly budget.,Medium,Closed,105,57
11209,2026-03-29,Operations,Cover star clear there member.,Critical,Open,255,67
11210,2026-01-11,Logistics,Always audience attack mouth choose.,Medium,Closed,122,205
11211,2026-02-05,Veterinary,Middle laugh clear compare.,Critical,In Review,202,97
11212,2026-03-10,Operations,Especially structure hospital your point alone.,Medium,Open,437,290
11213,2026-03-08,Analytics,Program lead positive single.,Low,Closed,262,372
11214,2026-01-23,Analytics,Century hot trial third life.,Critical,Open,413,100
11215,2026-03-13,Logistics,Education before staff middle.,Low,Closed,378,231
